	id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1426294283401719808		1426131252076171264	2021-08-14 02:57:11 IST	2021-08-14	02:57:11	530	1195939223708172288	kaffirbaba	🇮🇳🎠🎠⚔⚔🇮🇳A LONE KAFFIR ARMY®🇮🇳⚔⚔🎠🎠🇮🇳		@pGurus1 @DhjPvt He realized it after Sidhu became President of Congress Punjab or what? Don't call him Captain.	en	[]	[]	[]	2	4	35	[]	[]	https://twitter.com/KaffirBaba/status/1426294283401719808	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'DhjPvt', 'name': 'A Hindu 🇮🇳 (Pls follow for RTs)', 'id': '2173500380'}]				
1426293942115610626		1426131252076171264	2021-08-14 02:55:49 IST	2021-08-14	02:55:49	530	1069053133	papasharma00	Sharma		@pGurus1 @RajSharma1857 Have been ? Lmao	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/papasharma00/status/1426293942115610626	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'RajSharma1857', 'name': 'Raj Sharma', 'id': '857140170872819712'}]				
1426290399442739203		1426131252076171264	2021-08-14 02:41:45 IST	2021-08-14	02:41:45	530	519687952	subratkumarmoh2	Subrat Kumar Mohanty 🇮🇳		@pGurus1 Capt saab samp🪱paloge to dasega tumhe hi...	hi	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/subratkumarmoh2/status/1426290399442739203	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426280371017093122		1426131252076171264	2021-08-14 02:01:54 IST	2021-08-14	02:01:54	530	1343058625644867584	iam_someone_2	Someone		@pGurus1 pakistan par he blame karna hai? bas bhi kar dou yar	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/iam_someone_2/status/1426280371017093122	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426274671855554566		1426131252076171264	2021-08-14 01:39:15 IST	2021-08-14	01:39:15	530	1315057823924064256	behuman71736517	Be Human		@pGurus1 Siddhu ka jadu	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/beHuman71736517/status/1426274671855554566	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426250434549747713		1426131252076171264	2021-08-14 00:02:56 IST	2021-08-14	00:02:56	530	549966139	mahendr26869467	mahendra kumar		@pGurus1 What does Rahul Gandhi say about this. He has pledged his life to these protestors.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/mahendr26869467/status/1426250434549747713	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426248246452654082		1426131252076171264	2021-08-13 23:54:15 IST	2021-08-13	23:54:15	530	85501092	jvpandya	Jatin Pandya		@pGurus1 @vims2000 you were right	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/jvpandya/status/1426248246452654082	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426244106573860870		1426131252076171264	2021-08-13 23:37:47 IST	2021-08-13	23:37:47	530	2229557892	dipeshpshah	Dipesh		@pGurus1 Now he is speaking bjp line	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Dipeshpshah/status/1426244106573860870	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426242078078504960		1426131252076171264	2021-08-13 23:29:44 IST	2021-08-13	23:29:44	530	852541815286779904	freemindkeeneye	Free Mind		@pGurus1 @rvaidya2000 oho, why this sudden enlightenment??	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/FreeMindKeenEye/status/1426242078078504960	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'rvaidya2000', 'name': 'RVAIDYA2000', 'id': '108006063'}]				
1426240136765874176		1426131252076171264	2021-08-13 23:22:01 IST	2021-08-13	23:22:01	530	1245011654640721920	jeetbhagat17	Jeet Bhagat		@pGurus1 He was the architect behind this farmers protest bullshit. Wokeness and stupidity crossed all limits in this farmers protest, all multi million SUVs in Punjab had slogans and flags on them. Biggest joke “No farmer No Food”, never seen any of these farmers in fields. 🤣🤣	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/JeetBhagat17/status/1426240136765874176	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426239489811255299		1426131252076171264	2021-08-13 23:19:27 IST	2021-08-13	23:19:27	530	400781536	_ashishcshah	Ashish Shah 🇮🇳		@pGurus1 Nothing new Capt Amrinder, what were you expecting? Rest of the India already knew what’s cooking in there 😏 You’re caught with your tail between the legs!	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/_AshishCShah/status/1426239489811255299	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426233059049807874		1426131252076171264	2021-08-13 22:53:54 IST	2021-08-13	22:53:54	530	1172893377617989632	gouravs87108157	Gourav Sharma		@pGurus1 Mil liye Mota bhai se.	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/GouravS87108157/status/1426233059049807874	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426232013212766211		1426131252076171264	2021-08-13 22:49:44 IST	2021-08-13	22:49:44	530	1406938787696058371	jazbaatee	Pragmatic		@pGurus1 Jaag gaye maharaj...	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/jazbaatee/status/1426232013212766211	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426231727446315010		1426131252076171264	2021-08-13 22:48:36 IST	2021-08-13	22:48:36	530	2309711658	agarjugal	Bhakt 🇮🇳🌷🇮🇳		@pGurus1 @JitendraNikam17 लौट के बुद्धू घर को आए 🤣 अमरिंदर सिंह को अक्ल आ ही गई ❓	hi	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/AgarJugal/status/1426231727446315010	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'JitendraNikam17', 'name': '।। Never Forgot, Never Forgive।।', 'id': '1251520169836343296'}]				
1426228031765483520		1426131252076171264	2021-08-13 22:33:55 IST	2021-08-13	22:33:55	530	110140847	harsh_bindal	हर्ष बिंदल		@pGurus1 @Cons_Tranquil So will now those alleged farmers str!p Captain Amrinder Singh N@ked like they did to the BJP MLA from Abohar? I think he said exactly the same thing back then! #FakeFarmerProtest #FarmersProtest #FakeFarmers #HijackedProtest	en	[]	[]	[]	1	0	1	['fakefarmerprotest', 'farmersprotest', 'fakefarmers', 'hijackedprotest']	[]	https://twitter.com/Harsh_Bindal/status/1426228031765483520	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'Cons_Tranquil', 'name': 'Adi_licious_Azzy🇮🇳', 'id': '861034660637229057'}]				
1426226651138908166		1426131252076171264	2021-08-13 22:28:26 IST	2021-08-13	22:28:26	530	923933541318012928	svenkat3010	Venkatachalam		@pGurus1 Congress and Chinese supporters communists are responsible for that	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/svenkat3010/status/1426226651138908166	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426222565157064704		1426131252076171264	2021-08-13 22:12:12 IST	2021-08-13	22:12:12	530	861495623203160064	kabirazad2017	Pegasur #pegasus		@pGurus1 Shame on @capt_amarinder and @INCIndia	en	[{'screen_name': 'capt_amarinder', 'name': 'capt.amarinder singh', 'id': '263090427'}, {'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]	[]	[]	0	0	2	[]	[]	https://twitter.com/kabirazad2017/status/1426222565157064704	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426222395518451717		1426131252076171264	2021-08-13 22:11:31 IST	2021-08-13	22:11:31	530	861495623203160064	kabirazad2017	Pegasur #pegasus		@pGurus1 Sums up Congress and Rahul Gandhi's hypocrisy.	en	[]	[]	[]	0	0	3	[]	[]	https://twitter.com/kabirazad2017/status/1426222395518451717	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426220693104959489		1426131252076171264	2021-08-13 22:04:45 IST	2021-08-13	22:04:45	530	557022483	yes_veryindian	#India.......plantasaplings we need them🌱🌳🌿🇮🇳		@pGurus1 hum sab to kab se bol rahe hai ...per khangress n #AAP log #Khalistan ko hawa dene mein lage they 😥😥	hi	[]	[]	[]	0	0	0	['aap', 'khalistan']	[]	https://twitter.com/yes_veryIndian/status/1426220693104959489	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426219979087642627		1426131252076171264	2021-08-13 22:01:55 IST	2021-08-13	22:01:55	530	2221681406	narayanannairpv	Narayanan P V		@pGurus1 @ram1461 Drag in Pakistan and Khalistan and divert ? Sanghis tactics ?	en	[]	[]	[]	1	0	0	[]	[]	https://twitter.com/NarayanannairPv/status/1426219979087642627	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'ram1461', 'name': 'Ramakrishnan', 'id': '481301264'}]				
1426218833484812288		1426131252076171264	2021-08-13 21:57:22 IST	2021-08-13	21:57:22	530	167079665	b28k09	India		@pGurus1 एक मशहूर कहावत है 'जो खड्डा खोदे वोही उसमें गिरे'	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/b28k09/status/1426218833484812288	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426217252043431937		1426131252076171264	2021-08-13 21:51:05 IST	2021-08-13	21:51:05	530	521943996	gurjitsingh08	Gurjit Singh Chohan		@pGurus1 Politics is unpredictable game, Capt  started it, his party still supports it, power slipping ,games started	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/gurjitsingh08/status/1426217252043431937	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426211666547470337		1426131252076171264	2021-08-13 21:28:53 IST	2021-08-13	21:28:53	530	1218185186896035841	dangwalharsh1	𝕔𝕠𝕟𝕗𝕦𝕤𝕖 𝕟𝕠𝕥 𝕞𝕖		@pGurus1 Iski tubelight abhi jali,humko to pehle se hi pata tha👎	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Dangwalharsh1/status/1426211666547470337	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426209025180401673		1426131252076171264	2021-08-13 21:18:23 IST	2021-08-13	21:18:23	530	1052379464166912001	kandpalsonu1	@kandpalsonu		@pGurus1 @capt_amarinder now do something to correct it	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/kandpalsonu1/status/1426209025180401673	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426206823715983361		1426131252076171264	2021-08-13 21:09:39 IST	2021-08-13	21:09:39	530	2536756050	calakshman_	Lakshman		@pGurus1 @rvaidya2000 So his days are numbered.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/CALakshman_/status/1426206823715983361	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'rvaidya2000', 'name': 'RVAIDYA2000', 'id': '108006063'}]				
1426206791675695104		1426131252076171264	2021-08-13 21:09:31 IST	2021-08-13	21:09:31	530	83807054	arbindjnu	Arbind Kumar 🇮🇳		@pGurus1 Thanks God finally realised, real face of farmers' protest.	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/arbindjnu/status/1426206791675695104	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426205519190978569		1426131252076171264	2021-08-13 21:04:28 IST	2021-08-13	21:04:28	530	1410575341043675136	theblacktealeaf	तुषार मेहता Tushar Mehta		@pGurus1 Navjot effect!!! Sweet. Captaan saahab is talking sense at last	tl	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/theblacktealeaf/status/1426205519190978569	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426204932898795525		1426131252076171264	2021-08-13 21:02:08 IST	2021-08-13	21:02:08	530	326233872	bhaskarpg	P G Bhaskar 🇮🇳		@pGurus1 Is this the Sidhu effect? This clown was supporting them till last month.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/BhaskarPG/status/1426204932898795525	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426203649496125441		1426131252076171264	2021-08-13 20:57:02 IST	2021-08-13	20:57:02	530	1157692069957083136	rajeshmayekar6	Rajesh mayekar		@pGurus1 @RajSharma1857 🤣🤣🤣🤣🤣🤣🤣	und	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Rajeshmayekar6/status/1426203649496125441	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'RajSharma1857', 'name': 'Raj Sharma', 'id': '857140170872819712'}]				
1426202773897445379		1426131252076171264	2021-08-13 20:53:33 IST	2021-08-13	20:53:33	530	85917187	gururaja_rao	Guru		@pGurus1 Ha ha ha ! Wish Sidhu had become the president a little earlier we could have prevented many more second wave cases ! Well, at least we can save some third wave case with this statement !	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/gururaja_rao/status/1426202773897445379	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426201152094236676		1426131252076171264	2021-08-13 20:47:06 IST	2021-08-13	20:47:06	530	278892314	milinds33	Milind 🇮🇳		@pGurus1 @capt_amarinder even  @RahulGandhi sits in protest with these “farmers”.  The @INCIndia in both LS and RS have prevented Parliament to function because they are part of the protest.	en	[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}, {'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/milinds33/status/1426201152094236676	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426201026164510725		1426131252076171264	2021-08-13 20:46:36 IST	2021-08-13	20:46:36	530	87692202	venraman	trutH.Hunter 🧐 🇮🇳		@pGurus1 @rvaidya2000 With the support of captain	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/venraman/status/1426201026164510725	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'rvaidya2000', 'name': 'RVAIDYA2000', 'id': '108006063'}]				
1426197998585843719		1426131252076171264	2021-08-13 20:34:34 IST	2021-08-13	20:34:34	530	1370622576230236160	krishnanvarada	Varada Krishnan		@pGurus1 @rvaidya2000 As you sow, so shall you reap.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KrishnanVarada/status/1426197998585843719	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'rvaidya2000', 'name': 'RVAIDYA2000', 'id': '108006063'}]				
1426197278985838598		1426131252076171264	2021-08-13 20:31:43 IST	2021-08-13	20:31:43	530	2433325051	keeyrunn	KD🇮🇳		@pGurus1 Effect of idiot Siddhu's entry? Anyway, it is never too late.  State it in clear words to your Italian gang &amp; come out openly in favour of farm laws. That will put an end to their already half dead stir.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/KeeyRunn/status/1426197278985838598	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426196490465144838		1426131252076171264	2021-08-13 20:28:35 IST	2021-08-13	20:28:35	530	1133057670447976450	rsmani1957	rsmani🇮🇳		@pGurus1 The only choice left for @capt_amarinder is to join @BJP4India @JPNadda  Perhaps win in Punjab??	en	[{'screen_name': 'capt_amarinder', 'name': 'capt.amarinder singh', 'id': '263090427'}, {'screen_name': 'bjp4india', 'name': 'bjp', 'id': '207809313'}, {'screen_name': 'jpnadda', 'name': 'jagat prakash nadda', 'id': '2990611686'}]	[]	[]	0	0	1	[]	[]	https://twitter.com/rsmani1957/status/1426196490465144838	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426191939708198912		1426131252076171264	2021-08-13 20:10:30 IST	2021-08-13	20:10:30	530	2902917932	rosypatel8	Rosy🇮🇳		@pGurus1 And  Con-gress party's rajkumar Shree Pappu jee @RahulGandhi is in support of this fake farmers protest. 😡😡	en	[{'screen_name': 'rahulgandhi', 'name': 'rahul gandhi', 'id': '3171712086'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/rosypatel8/status/1426191939708198912	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426191286906679298		1426131252076171264	2021-08-13 20:07:54 IST	2021-08-13	20:07:54	530	2857691732	wasooli_bc	wasooli		@pGurus1 @sanvai why word as 'kisan' if spoken in Parliament leads to getting ones mic muted?	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/wasooli_bc/status/1426191286906679298	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'sanvai', 'name': 'SanthanamVaidya', 'id': '21658034'}]				
1426189542869118976		1426131252076171264	2021-08-13 20:00:58 IST	2021-08-13	20:00:58	530	836264444921511936	amankjhooti	Aman Jhutty		@pGurus1 What’s Khalistan got to do with Farmers Protest?? Captain has gone mad, using BJP’s old, waste, overused idea again to hide his misgovernance. And farmers are sitting there spending their own money, what’s Punjab economy got to do with it??	en	[]	[]	[]	1	0	1	[]	[]	https://twitter.com/AmanKJhooti/status/1426189542869118976	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426187598020575234		1426131252076171264	2021-08-13 19:53:15 IST	2021-08-13	19:53:15	530	39454122	lovekeshchandra	Lovekesh Chandra		@pGurus1 olive branch to BJP by captain to checkmate Congress leadership	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/lovekeshchandra/status/1426187598020575234	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426187289554677763		1426131252076171264	2021-08-13 19:52:01 IST	2021-08-13	19:52:01	530	1843977566	gjptak	R K Gupta		@pGurus1 Hijacked? Na- it was that way from the very start when you started supporting them erroneously.	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/GjptaK/status/1426187289554677763	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426184980103716869		1426131252076171264	2021-08-13 19:42:51 IST	2021-08-13	19:42:51	530	1718488657	01urekmazino	Israeli Urek Mazino		@pGurus1 @rvaidya2000 iss gaddar ko delhte hi goli mar dene chaiye jo apne mehatvakanshao ke liye pure generation ko gaddar bana rhe thu he aise sikho pe rhu	hi	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/01urekmazino/status/1426184980103716869	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}, {'screen_name': 'rvaidya2000', 'name': 'RVAIDYA2000', 'id': '108006063'}]				
1426180818112704512		1426131252076171264	2021-08-13 19:26:18 IST	2021-08-13	19:26:18	530	977430607881031680	ishaque19367372	Ishaque 🇮🇳		@pGurus1 How can Say this   So cruel  Punjab &amp; Farmers Must Redy To give Grand Sendoff Party For u and Ur gang  @gss @Gurdeepgurus	en	[{'screen_name': 'gss', 'name': 'gorillazsoundsystem', 'id': '400129255'}, {'screen_name': 'gurdeepgurus', 'name': 'gurdeep guru', 'id': '572284331'}]	[]	[]	1	0	4	[]	[]	https://twitter.com/Ishaque19367372/status/1426180818112704512	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426177598577549321		1426131252076171264	2021-08-13 19:13:31 IST	2021-08-13	19:13:31	530	118623982	veeveepee	veeveepee		@pGurus1 And this man and his party are responsible for it..	en	[]	[]	[]	0	0	1	[]	[]	https://twitter.com/veeveepee/status/1426177598577549321	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426174171822772224		1426131252076171264	2021-08-13 18:59:54 IST	2021-08-13	18:59:54	530	1110824459122802688	ramakri32622328	Ramakrishnan		@pGurus1 Capt has just woken up frm.coma after sidhu got elevated	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/Ramakri32622328/status/1426174171822772224	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426172776029687814		1426131252076171264	2021-08-13 18:54:21 IST	2021-08-13	18:54:21	530	4181892494	ragways	Rag		@pGurus1 He is right, but @capt_amarinder is a little late. He has damaged his fort by allowing two breaches    - Khalistanis breached his fort    - Sidhu ( again a Pak agent) breached his fort.	en	[{'screen_name': 'capt_amarinder', 'name': 'capt.amarinder singh', 'id': '263090427'}]	[]	[]	3	4	37	[]	[]	https://twitter.com/ragways/status/1426172776029687814	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426171501523312645		1426131252076171264	2021-08-13 18:49:17 IST	2021-08-13	18:49:17	530	1392011163332870146	rameshk82898543	Rameshku		@pGurus1 Finally he is telling the truth. So who is behind this!	en	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/Rameshk82898543/status/1426171501523312645	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426170834150858763		1426131252076171264	2021-08-13 18:46:38 IST	2021-08-13	18:46:38	530	860010028517924864	cyclingaddicted	Shandilya Brahmin		@pGurus1 Capt is late in knowing n telling this . Whole India knew about this by watching Republic Day mayhem, now only protesters sitting anywhere near Delhi are from Punjab only ,rest understood	en	[]	[]	[]	0	4	30	[]	[]	https://twitter.com/CyclingAddicted/status/1426170834150858763	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426169227023577095		1426131252076171264	2021-08-13 18:40:15 IST	2021-08-13	18:40:15	530	55494453	mithilasinha	Navigator		@pGurus1 U r the guru @capt_amarinder	en	[{'screen_name': 'capt_amarinder', 'name': 'capt.amarinder singh', 'id': '263090427'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/mithilasinha/status/1426169227023577095	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426166374800379905		1426131252076171264	2021-08-13 18:28:55 IST	2021-08-13	18:28:55	530	1495124322	aish0002	SURENDRANATH.A		@pGurus1 At last he had realised	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/aish0002/status/1426166374800379905	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426165087123873792		1426131252076171264	2021-08-13 18:23:48 IST	2021-08-13	18:23:48	530	771755576338489344	ojha_bineet	Bineet Kumar Ojha		@pGurus1 Haw... What happened to him? Does he plan to quit Congress. Maybe float another party? Advantage AAP.	en	[]	[]	[]	1	0	10	[]	[]	https://twitter.com/ojha_bineet/status/1426165087123873792	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426161391287758849		1426131252076171264	2021-08-13 18:09:07 IST	2021-08-13	18:09:07	530	91822813	kanha89	kanha		@pGurus1 Eveverybody knows it...but it you who pushed it to save ur chair.	en	[]	[]	[]	0	0	5	[]	[]	https://twitter.com/kanha89/status/1426161391287758849	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426158488812539909		1426131252076171264	2021-08-13 17:57:35 IST	2021-08-13	17:57:35	530	2956868238	dr_smverma	सुरेंद्र मोहन (Surendre Mohan) 🇮🇳		@pGurus1 Don't forget, he just met Shah and Modi just day before yesterday. 😂😂	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/dr_smverma/status/1426158488812539909	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426157795640971267		1426131252076171264	2021-08-13 17:54:49 IST	2021-08-13	17:54:49	530	732893044761071616	iamamit74	AB		@pGurus1 Sun lo @OfficialBKU @RakeshTikaitBKU	es	[{'screen_name': 'officialbku', 'name': 'bhartiya kisan union', 'id': '986178852'}, {'screen_name': 'rakeshtikaitbku', 'name': 'rakesh tikait', 'id': '831948775165923330'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/iamamit74/status/1426157795640971267	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426153755888652297		1426131252076171264	2021-08-13 17:38:46 IST	2021-08-13	17:38:46	530	406395556	ashbalar	Ashoke balaar🇮🇳		@pGurus1 Ek rakshas ko pala us rakshas ne use maar diya	hi	[]	[]	[]	0	0	2	[]	[]	https://twitter.com/Ashbalar/status/1426153755888652297	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426153543044534275		1426131252076171264	2021-08-13 17:37:55 IST	2021-08-13	17:37:55	530	252676883	sunil2819	Sunil Lal 🇮🇳 सुनील लाल சுனில் லால்		@pGurus1 How could possibly an @INCIndia CM talk sense?	en	[{'screen_name': 'incindia', 'name': 'congress', 'id': '1153045459'}]	[]	[]	2	1	2	[]	[]	https://twitter.com/sunil2819/status/1426153543044534275	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426153500359073792		1426131252076171264	2021-08-13 17:37:45 IST	2021-08-13	17:37:45	530	4563656594	jagdeepdesai9	Jagdeep DESAI		@pGurus1 Late news	en	[]	[]	[]	0	0	0	[]	[]	https://twitter.com/JagdeepDESAI9/status/1426153500359073792	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426152916293873667		1426131252076171264	2021-08-13 17:35:26 IST	2021-08-13	17:35:26	530	1246352760288817158	padam_bhansali	Padam Raj Bhansali		@pGurus1 Party badalne ka manas lagta he inka feeding ki hui baat kar rshe he	hi	[]	[]	[]	0	1	3	[]	[]	https://twitter.com/padam_bhansali/status/1426152916293873667	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426149038340993031		1426131252076171264	2021-08-13 17:20:01 IST	2021-08-13	17:20:01	530	1420375517606211595	devilchandigarh	Devil from Chandigarh		@pGurus1 kind of late realisation by @capt_amarinder... He knows he will be fed to wolves led by @sherryontopp	en	[{'screen_name': 'capt_amarinder', 'name': 'capt.amarinder singh', 'id': '263090427'}, {'screen_name': 'sherryontopp', 'name': 'navjot singh sidhu', 'id': '1320600308'}]	[]	[]	0	0	0	[]	[]	https://twitter.com/DevilChandigarh/status/1426149038340993031	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426147204209598464		1426131252076171264	2021-08-13 17:12:44 IST	2021-08-13	17:12:44	530	1365898728062640128	mahesh01344	@maheshJoshi🇮🇳		@pGurus1 Hoo......shame on congress	en	[]	[]	[]	0	0	15	[]	[]	https://twitter.com/mahesh01344/status/1426147204209598464	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
1426146748150566912		1426131252076171264	2021-08-13 17:10:55 IST	2021-08-13	17:10:55	530	170017555	indrajeetsinh	indrajeet		@pGurus1 Captain leaving congress soon based on this statement	en	[]	[]	[]	1	0	10	[]	[]	https://twitter.com/indrajeetsinh/status/1426146748150566912	False		0								[{'screen_name': 'pGurus1', 'name': 'PGurus', 'id': '2930288011'}]				
